0.095,0.440,0.282,0.760,0.707,0.945,0
0.108,0.420,0.303,0.816,0.630,0.900,0
0.100,0.436,0.276,0.760,0.686,0.810,0
0.109,0.360,0.291,0.720,0.742,0.882,0
0.110,0.372,0.303,0.864,0.700,0.972,0
0.093,0.400,0.324,0.752,0.770,0.927,0
0.107,0.368,0.288,0.840,0.770,0.864,0
0.105,0.392,0.279,0.840,0.658,0.819,0
0.098,0.396,0.285,0.728,0.651,0.882,0
0.096,0.372,0.318,0.840,0.686,0.963,0
0.092,0.424,0.273,0.832,0.644,0.981,0
0.106,0.432,0.312,0.832,0.693,0.882,0
0.100,0.388,0.330,0.792,0.651,0.954,0
0.107,0.432,0.270,0.816,0.672,0.891,0
0.108,0.412,0.270,0.872,0.763,0.810,0
0.097,0.364,0.312,0.816,0.679,0.828,0
0.094,0.436,0.330,0.792,0.679,0.810,0
0.097,0.368,0.309,0.880,0.721,0.945,0
0.099,0.372,0.291,0.880,0.651,0.936,0
0.091,0.364,0.312,0.744,0.686,0.918,0
0.102,0.420,0.291,0.792,0.679,0.855,0
0.100,0.376,0.288,0.776,0.770,0.882,0
0.099,0.400,0.321,0.736,0.763,0.891,0
0.093,0.436,0.300,0.760,0.763,0.900,0
0.102,0.372,0.282,0.784,0.644,0.990,0
0.103,0.428,0.294,0.840,0.658,0.945,0
0.099,0.408,0.276,0.856,0.770,0.918,0
0.105,0.404,0.279,0.800,0.700,0.927,0
0.110,0.420,0.285,0.872,0.630,0.927,0
0.099,0.436,0.324,0.760,0.749,0.864,0
0.098,0.404,0.303,0.760,0.770,0.981,0
0.093,0.400,0.312,0.800,0.728,0.990,0
0.093,0.380,0.312,0.720,0.658,0.981,0
0.093,0.424,0.321,0.752,0.707,0.918,0
0.109,0.392,0.285,0.880,0.707,0.819,0
0.094,0.388,0.285,0.800,0.686,0.918,0
0.093,0.396,0.306,0.832,0.665,0.891,0
0.098,0.368,0.321,0.768,0.630,0.981,0
0.109,0.384,0.282,0.720,0.728,0.837,0
0.093,0.408,0.312,0.792,0.658,0.864,0
0.095,0.404,0.288,0.768,0.770,0.873,0
0.104,0.404,0.297,0.736,0.763,0.837,0
0.105,0.368,0.270,0.808,0.644,0.819,0
0.099,0.364,0.285,0.784,0.714,0.873,0
0.095,0.412,0.318,0.880,0.672,0.810,0
0.090,0.404,0.312,0.832,0.770,0.837,0
0.104,0.404,0.330,0.720,0.672,0.900,0
0.097,0.420,0.273,0.800,0.728,0.828,0
0.110,0.388,0.285,0.872,0.763,0.882,0
0.099,0.376,0.294,0.848,0.637,0.891,0
0.108,0.380,0.330,0.808,0.721,0.963,0
0.106,0.424,0.288,0.864,0.658,0.882,0
0.106,0.412,0.321,0.760,0.630,0.900,0
0.099,0.384,0.297,0.840,0.665,0.864,0
0.109,0.404,0.270,0.848,0.686,0.981,0
0.099,0.384,0.312,0.792,0.630,0.963,0
0.104,0.436,0.315,0.880,0.700,0.963,0
0.105,0.436,0.303,0.720,0.700,0.882,0
0.098,0.360,0.312,0.800,0.714,0.954,0
0.102,0.368,0.294,0.832,0.763,0.855,0
0.097,0.376,0.318,0.824,0.735,0.828,0
0.099,0.420,0.291,0.864,0.630,0.810,0
0.093,0.360,0.303,0.840,0.700,0.936,0
0.099,0.400,0.288,0.832,0.728,0.864,0
0.095,0.424,0.300,0.824,0.749,0.855,0
0.097,0.436,0.300,0.816,0.637,0.873,0
0.093,0.400,0.273,0.872,0.714,0.981,0
0.110,0.412,0.291,0.816,0.749,0.963,0
0.108,0.372,0.324,0.776,0.637,0.936,0
0.097,0.396,0.273,0.728,0.742,0.891,0
0.104,0.404,0.297,0.808,0.749,0.927,0
0.090,0.384,0.285,0.880,0.707,0.828,0
0.090,0.440,0.270,0.856,0.651,0.855,0
0.092,0.412,0.288,0.768,0.742,0.873,0
0.094,0.372,0.276,0.776,0.630,0.882,0
0.092,0.408,0.273,0.768,0.693,0.819,0
0.091,0.396,0.327,0.768,0.770,0.900,0
0.107,0.392,0.270,0.832,0.707,0.927,0
0.099,0.388,0.297,0.720,0.749,0.981,0
0.105,0.420,0.318,0.776,0.630,0.873,0
0.108,0.436,0.306,0.832,0.665,0.810,0
0.096,0.368,0.300,0.840,0.644,0.855,0
0.093,0.384,0.312,0.840,0.770,0.954,0
0.093,0.416,0.327,0.832,0.707,0.873,0
0.108,0.392,0.273,0.736,0.630,0.882,0
0.090,0.416,0.309,0.856,0.644,0.900,0
0.102,0.364,0.303,0.720,0.630,0.900,0
0.110,0.432,0.306,0.872,0.721,0.819,0
0.105,0.384,0.282,0.864,0.770,0.882,0
0.104,0.408,0.288,0.800,0.770,0.864,0
0.090,0.376,0.327,0.856,0.721,0.918,0
0.096,0.400,0.297,0.808,0.721,0.864,0
0.095,0.404,0.312,0.792,0.700,0.900,0
0.107,0.428,0.294,0.752,0.679,0.864,0
0.092,0.392,0.303,0.728,0.665,0.837,0
0.092,0.432,0.306,0.832,0.672,0.918,0
0.097,0.372,0.321,0.872,0.644,0.864,0
0.097,0.412,0.291,0.880,0.651,0.918,0
0.106,0.384,0.303,0.824,0.637,0.864,0
0.096,0.364,0.327,0.736,0.763,0.927,0
0.101,0.412,0.291,0.848,0.707,0.855,0
0.104,0.380,0.297,0.768,0.665,0.936,0
0.093,0.376,0.288,0.736,0.658,0.963,0
0.097,0.428,0.297,0.752,0.686,0.810,0
0.096,0.396,0.309,0.760,0.714,0.837,0
0.099,0.360,0.288,0.832,0.756,0.972,0
0.093,0.428,0.288,0.792,0.735,0.837,0
0.095,0.416,0.276,0.808,0.707,0.810,0
0.097,0.396,0.270,0.872,0.742,0.972,0
0.097,0.436,0.297,0.760,0.672,0.810,0
0.102,0.436,0.297,0.840,0.644,0.864,0
0.091,0.400,0.291,0.816,0.658,0.891,0
0.096,0.392,0.318,0.776,0.658,0.810,0
0.100,0.420,0.270,0.800,0.672,0.945,0
0.110,0.396,0.312,0.880,0.707,0.981,0
0.107,0.404,0.294,0.760,0.721,0.909,0
0.100,0.360,0.321,0.752,0.658,0.819,0
0.107,0.408,0.312,0.720,0.651,0.810,0
0.104,0.392,0.285,0.872,0.756,0.837,0
0.094,0.412,0.297,0.752,0.700,0.819,0
0.104,0.380,0.300,0.744,0.686,0.945,0
0.109,0.396,0.327,0.744,0.651,0.828,0
0.105,0.400,0.282,0.752,0.770,0.873,0
0.106,0.420,0.279,0.856,0.749,0.927,0
0.101,0.412,0.270,0.720,0.686,0.963,0
0.109,0.436,0.300,0.728,0.672,0.927,0
0.106,0.440,0.297,0.808,0.651,0.837,0
0.092,0.364,0.300,0.792,0.714,0.810,0
0.101,0.380,0.303,0.736,0.714,0.954,0
0.109,0.416,0.315,0.848,0.721,0.810,0
0.090,0.440,0.288,0.816,0.651,0.927,0
0.102,0.364,0.273,0.744,0.700,0.837,0
0.105,0.368,0.297,0.840,0.742,0.873,0
0.107,0.424,0.309,0.808,0.700,0.855,0
0.095,0.440,0.324,0.728,0.672,0.954,0
0.100,0.420,0.303,0.848,0.672,0.837,0
0.092,0.428,0.330,0.752,0.735,0.972,0
0.093,0.376,0.285,0.816,0.728,0.846,0
0.108,0.380,0.324,0.848,0.763,0.972,0
0.100,0.432,0.303,0.856,0.707,0.864,0
0.093,0.408,0.303,0.864,0.637,0.855,0
0.102,0.412,0.312,0.744,0.665,0.918,0
0.108,0.404,0.324,0.736,0.721,0.891,0
0.091,0.420,0.306,0.800,0.763,0.837,0
0.099,0.404,0.318,0.792,0.630,0.972,0
0.109,0.396,0.270,0.808,0.637,0.864,0
0.097,0.384,0.297,0.800,0.637,0.945,0
0.101,0.364,0.312,0.752,0.686,0.972,0
0.098,0.376,0.303,0.856,0.665,0.963,0
0.103,0.424,0.300,0.848,0.672,0.882,0
0.106,0.396,0.282,0.856,0.637,0.954,0
0.106,0.432,0.285,0.744,0.749,0.909,0
0.099,0.432,0.315,0.744,0.770,0.972,0
0.097,0.364,0.315,0.808,0.644,0.963,0
0.098,0.400,0.273,0.848,0.749,0.882,0
0.106,0.372,0.273,0.808,0.742,0.945,0
0.107,0.388,0.306,0.856,0.735,0.990,0
0.101,0.412,0.309,0.728,0.630,0.819,0
0.091,0.380,0.324,0.832,0.693,0.990,0
0.104,0.408,0.279,0.840,0.630,0.891,0
0.097,0.420,0.327,0.800,0.735,0.828,0
0.098,0.428,0.282,0.800,0.721,0.828,0
0.105,0.424,0.270,0.832,0.686,0.882,0
0.105,0.432,0.306,0.856,0.665,0.819,0
0.095,0.384,0.324,0.840,0.749,0.945,0
0.096,0.416,0.306,0.752,0.728,0.927,0
0.097,0.412,0.309,0.832,0.749,0.819,0
0.106,0.424,0.294,0.816,0.714,0.864,0
0.093,0.436,0.309,0.784,0.763,0.900,0
0.093,0.376,0.291,0.792,0.658,0.909,0
0.096,0.364,0.276,0.840,0.637,0.900,0
0.106,0.428,0.297,0.736,0.714,0.846,0
0.102,0.424,0.273,0.840,0.742,0.882,0
0.106,0.388,0.330,0.808,0.735,0.828,0
0.104,0.424,0.285,0.824,0.637,0.810,0
0.098,0.372,0.270,0.808,0.672,0.855,0
0.091,0.420,0.306,0.752,0.770,0.936,0
0.098,0.432,0.270,0.856,0.658,0.900,0
0.098,0.412,0.303,0.864,0.665,0.819,0
0.110,0.380,0.294,0.856,0.714,0.990,0
0.098,0.360,0.270,0.864,0.756,0.972,0
0.106,0.428,0.312,0.872,0.735,0.855,0
0.090,0.372,0.318,0.784,0.700,0.828,0
0.091,0.376,0.273,0.776,0.756,0.900,0
0.099,0.404,0.291,0.728,0.714,0.810,0
0.095,0.400,0.273,0.728,0.644,0.963,0
0.108,0.396,0.297,0.728,0.651,0.819,0
0.108,0.364,0.300,0.824,0.742,0.864,0
0.090,0.440,0.282,0.768,0.658,0.882,0
0.100,0.412,0.312,0.816,0.658,0.927,0
0.098,0.408,0.327,0.720,0.630,0.873,0
0.101,0.384,0.303,0.792,0.735,0.810,0
0.099,0.416,0.330,0.792,0.707,0.990,0
0.108,0.360,0.279,0.880,0.749,0.945,0
0.099,0.376,0.306,0.848,0.658,0.855,0
0.091,0.372,0.315,0.784,0.630,0.891,0
0.099,0.440,0.303,0.840,0.742,0.954,0
0.092,0.416,0.300,0.840,0.644,0.972,0
0.105,0.380,0.285,0.880,0.770,0.837,0
0.107,0.376,0.306,0.840,0.707,0.810,0
0.106,0.384,0.294,0.880,0.749,0.981,0
0.101,0.412,0.279,0.752,0.735,0.900,0
0.092,0.424,0.288,0.832,0.756,0.936,0
0.102,0.424,0.312,0.784,0.714,0.990,0
0.109,0.368,0.294,0.744,0.651,0.828,0
0.105,0.420,0.309,0.816,0.742,0.819,0
0.102,0.380,0.330,0.792,0.728,0.963,0
0.104,0.436,0.324,0.792,0.749,0.810,0
0.096,0.376,0.273,0.720,0.686,0.918,0
0.109,0.380,0.309,0.720,0.644,0.882,0
0.097,0.400,0.285,0.872,0.742,0.900,0
0.109,0.376,0.330,0.880,0.644,0.846,0
0.090,0.420,0.306,0.768,0.679,0.936,0
0.096,0.424,0.276,0.744,0.651,0.936,0
0.109,0.360,0.288,0.760,0.644,0.882,0
0.093,0.408,0.321,0.744,0.686,0.873,0
0.102,0.368,0.321,0.736,0.630,0.846,0
0.100,0.372,0.270,0.720,0.707,0.918,0
0.091,0.428,0.321,0.840,0.770,0.873,0
0.102,0.360,0.318,0.784,0.721,0.873,0
0.101,0.400,0.315,0.752,0.665,0.828,0
0.106,0.368,0.285,0.776,0.630,0.882,0
0.090,0.376,0.330,0.720,0.735,0.963,0
0.094,0.428,0.330,0.800,0.644,0.981,0
0.102,0.368,0.327,0.768,0.630,0.882,0
0.103,0.380,0.300,0.728,0.763,0.864,0
0.099,0.380,0.270,0.856,0.658,0.909,0
0.109,0.372,0.294,0.832,0.644,0.990,0
0.091,0.408,0.327,0.832,0.770,0.945,0
0.096,0.384,0.282,0.728,0.665,0.909,0
0.100,0.368,0.276,0.768,0.728,0.837,0
0.106,0.380,0.276,0.768,0.658,0.918,0
0.092,0.384,0.327,0.816,0.735,0.927,0
0.108,0.384,0.291,0.864,0.686,0.828,0
0.092,0.384,0.288,0.832,0.721,0.810,0
0.106,0.424,0.285,0.784,0.707,0.954,0
0.104,0.420,0.303,0.856,0.644,0.918,0
0.110,0.372,0.270,0.872,0.735,0.891,0
0.099,0.400,0.303,0.776,0.763,0.990,0
0.103,0.420,0.321,0.872,0.721,0.972,0
0.099,0.364,0.330,0.832,0.644,0.990,0
0.104,0.400,0.315,0.848,0.679,0.900,0
0.109,0.392,0.321,0.808,0.672,0.828,0
0.090,0.396,0.294,0.840,0.679,0.990,0
0.097,0.428,0.300,0.784,0.672,0.846,0
0.097,0.376,0.276,0.728,0.630,0.819,0
0.101,0.388,0.291,0.864,0.630,0.981,0
0.103,0.440,0.300,0.728,0.686,0.981,0
0.101,0.420,0.330,0.832,0.735,0.882,0
0.102,0.360,0.288,0.856,0.644,0.819,0
0.103,0.432,0.303,0.736,0.658,0.882,0
0.110,0.400,0.312,0.744,0.728,0.837,0
0.108,0.380,0.312,0.744,0.651,0.891,0
0.101,0.368,0.294,0.816,0.679,0.927,0
0.099,0.440,0.294,0.840,0.714,0.846,0
0.104,0.368,0.315,0.776,0.644,0.846,0
0.097,0.404,0.303,0.776,0.679,0.900,0
0.091,0.416,0.270,0.832,0.679,0.828,0
0.097,0.380,0.321,0.720,0.742,0.810,0
0.094,0.372,0.312,0.880,0.665,0.900,0
0.098,0.384,0.321,0.872,0.721,0.900,0
0.090,0.360,0.276,0.832,0.693,0.864,0
0.107,0.416,0.315,0.768,0.749,0.918,0
0.107,0.360,0.300,0.792,0.700,0.945,0
0.099,0.436,0.285,0.824,0.637,0.882,0
0.095,0.412,0.318,0.808,0.686,0.828,0
0.096,0.428,0.300,0.832,0.749,0.855,0
0.094,0.424,0.321,0.880,0.679,0.963,0
0.098,0.372,0.309,0.800,0.742,0.909,0
0.109,0.388,0.327,0.752,0.714,0.810,0
0.095,0.364,0.315,0.808,0.714,0.855,0
0.109,0.396,0.306,0.760,0.735,0.909,0
0.109,0.416,0.270,0.840,0.630,0.828,0
0.103,0.396,0.303,0.760,0.679,0.990,0
0.091,0.392,0.312,0.760,0.742,0.855,0
0.095,0.400,0.321,0.864,0.756,0.918,0
0.100,0.384,0.276,0.856,0.679,0.963,0
0.106,0.436,0.315,0.816,0.686,0.927,0
0.098,0.392,0.282,0.832,0.756,0.873,0
0.100,0.372,0.285,0.736,0.735,0.945,0
0.110,0.408,0.282,0.776,0.749,0.846,0
0.097,0.404,0.294,0.792,0.686,0.819,0
0.099,0.428,0.291,0.816,0.742,0.972,0
0.103,0.408,0.309,0.816,0.651,0.936,0
0.091,0.428,0.303,0.808,0.693,0.846,0
0.097,0.412,0.309,0.808,0.679,0.855,0
0.097,0.388,0.321,0.856,0.749,0.891,0
0.110,0.408,0.282,0.880,0.693,0.810,0
0.110,0.440,0.294,0.736,0.756,0.819,0
0.103,0.388,0.321,0.768,0.644,0.864,0
0.107,0.384,0.297,0.728,0.644,0.810,0
0.101,0.388,0.294,0.768,0.700,0.837,0
0.104,0.408,0.270,0.728,0.651,0.927,0
0.091,0.396,0.282,0.776,0.651,0.972,0
0.098,0.372,0.294,0.792,0.651,0.927,0
0.094,0.360,0.321,0.736,0.665,0.945,0
0.095,0.416,0.291,0.840,0.665,0.846,0
0.098,0.396,0.315,0.848,0.714,0.954,0
0.095,0.432,0.318,0.832,0.651,0.819,0
0.110,0.436,0.315,0.736,0.693,0.936,0
0.098,0.368,0.297,0.720,0.693,0.846,0
0.107,0.424,0.279,0.832,0.707,0.846,0
0.500,0.200,0.800,0.100,0.100,0.300,1
0.455,0.186,0.824,0.109,0.109,0.324,1
0.480,0.192,0.728,0.097,0.091,0.270,1
0.485,0.200,0.840,0.092,0.102,0.282,1
0.460,0.214,0.840,0.095,0.092,0.303,1
0.515,0.196,0.760,0.094,0.103,0.279,1
0.450,0.200,0.768,0.110,0.110,0.270,1
0.490,0.196,0.808,0.099,0.094,0.300,1
0.465,0.200,0.840,0.103,0.091,0.294,1
0.535,0.214,0.848,0.096,0.108,0.306,1
0.550,0.190,0.880,0.096,0.104,0.330,1
0.515,0.180,0.880,0.099,0.103,0.300,1
0.490,0.216,0.736,0.090,0.093,0.315,1
0.470,0.186,0.792,0.106,0.090,0.270,1
0.470,0.186,0.736,0.093,0.090,0.297,1
0.480,0.216,0.816,0.093,0.107,0.330,1
0.475,0.190,0.768,0.097,0.097,0.327,1
0.535,0.204,0.728,0.105,0.110,0.276,1
0.495,0.198,0.728,0.108,0.103,0.279,1
0.510,0.210,0.824,0.092,0.107,0.288,1
0.525,0.214,0.792,0.106,0.107,0.300,1
0.530,0.206,0.880,0.097,0.106,0.291,1
0.535,0.182,0.752,0.107,0.101,0.300,1
0.500,0.196,0.832,0.105,0.091,0.300,1
0.475,0.202,0.848,0.091,0.107,0.306,1
0.455,0.190,0.720,0.106,0.106,0.312,1
0.530,0.188,0.856,0.092,0.106,0.273,1
0.495,0.202,0.872,0.108,0.097,0.306,1
0.480,0.196,0.728,0.106,0.109,0.270,1
0.525,0.204,0.848,0.094,0.101,0.285,1
0.490,0.184,0.784,0.105,0.097,0.303,1
0.550,0.184,0.792,0.102,0.098,0.270,1
0.470,0.186,0.760,0.098,0.108,0.318,1
0.490,0.200,0.880,0.091,0.107,0.279,1
0.485,0.192,0.736,0.106,0.106,0.285,1
0.450,0.218,0.784,0.101,0.109,0.327,1
0.520,0.206,0.848,0.102,0.099,0.330,1
0.450,0.216,0.872,0.090,0.099,0.282,1
0.525,0.184,0.880,0.101,0.098,0.300,1
0.545,0.192,0.776,0.094,0.092,0.297,1
0.520,0.190,0.848,0.100,0.095,0.303,1
0.520,0.190,0.848,0.099,0.091,0.282,1
0.525,0.184,0.720,0.094,0.090,0.315,1
0.500,0.208,0.728,0.092,0.105,0.309,1
0.550,0.190,0.816,0.102,0.098,0.297,1
0.480,0.208,0.792,0.106,0.091,0.279,1
0.530,0.186,0.768,0.094,0.090,0.303,1
0.495,0.204,0.816,0.090,0.093,0.321,1
0.525,0.180,0.880,0.107,0.109,0.270,1
0.490,0.182,0.824,0.108,0.095,0.291,1
0.545,0.198,0.792,0.108,0.098,0.324,1
0.490,0.206,0.792,0.095,0.107,0.285,1
0.535,0.214,0.808,0.099,0.108,0.324,1
0.540,0.216,0.840,0.108,0.106,0.279,1
0.535,0.186,0.744,0.100,0.105,0.300,1
0.470,0.202,0.768,0.093,0.100,0.306,1
0.535,0.198,0.848,0.095,0.090,0.306,1
0.500,0.210,0.752,0.106,0.107,0.276,1
0.500,0.220,0.768,0.105,0.093,0.318,1
0.500,0.188,0.832,0.102,0.110,0.309,1
0.500,0.210,0.720,0.110,0.094,0.330,1
0.450,0.212,0.880,0.106,0.097,0.303,1
0.475,0.184,0.848,0.091,0.100,0.291,1
0.520,0.212,0.720,0.091,0.098,0.270,1
0.480,0.186,0.880,0.094,0.107,0.306,1
0.465,0.202,0.808,0.094,0.107,0.303,1
0.470,0.202,0.824,0.094,0.094,0.291,1
0.520,0.218,0.720,0.101,0.100,0.324,1
0.520,0.186,0.856,0.090,0.105,0.300,1
0.485,0.180,0.856,0.105,0.098,0.297,1
0.545,0.198,0.832,0.096,0.105,0.294,1
0.505,0.206,0.736,0.105,0.101,0.276,1
0.515,0.214,0.720,0.107,0.101,0.330,1
0.545,0.192,0.776,0.091,0.101,0.312,1
0.525,0.214,0.752,0.107,0.108,0.285,1
0.520,0.180,0.784,0.104,0.093,0.330,1
0.455,0.188,0.880,0.096,0.104,0.288,1
0.520,0.214,0.824,0.102,0.100,0.291,1
0.480,0.206,0.784,0.103,0.094,0.312,1
0.525,0.190,0.792,0.096,0.106,0.279,1
0.515,0.206,0.848,0.097,0.106,0.288,1
0.455,0.184,0.728,0.100,0.109,0.276,1
0.470,0.218,0.736,0.102,0.092,0.276,1
0.550,0.180,0.792,0.100,0.099,0.303,1
0.490,0.194,0.792,0.090,0.110,0.309,1
0.525,0.198,0.824,0.096,0.090,0.279,1
0.460,0.184,0.880,0.090,0.102,0.312,1
0.460,0.198,0.808,0.103,0.103,0.270,1
0.490,0.214,0.856,0.109,0.097,0.279,1
0.465,0.196,0.864,0.106,0.104,0.315,1
0.485,0.196,0.752,0.090,0.105,0.279,1
0.535,0.194,0.864,0.098,0.091,0.321,1
0.460,0.198,0.784,0.109,0.109,0.279,1
0.455,0.204,0.760,0.096,0.099,0.318,1
0.520,0.198,0.720,0.092,0.096,0.270,1
0.450,0.182,0.824,0.097,0.105,0.291,1
0.460,0.220,0.880,0.106,0.109,0.294,1
0.455,0.188,0.848,0.106,0.095,0.288,1
0.495,0.196,0.784,0.107,0.104,0.273,1
0.455,0.190,0.840,0.104,0.099,0.309,1
0.515,0.188,0.728,0.091,0.102,0.303,1
0.450,0.198,0.832,0.098,0.110,0.306,1
0.545,0.184,0.856,0.103,0.098,0.276,1
0.535,0.194,0.792,0.098,0.101,0.312,1
0.455,0.218,0.728,0.106,0.108,0.297,1
0.495,0.216,0.768,0.101,0.096,0.273,1
0.450,0.184,0.824,0.105,0.101,0.327,1
0.525,0.190,0.792,0.097,0.099,0.300,1
0.505,0.206,0.824,0.100,0.097,0.297,1
0.510,0.218,0.824,0.105,0.102,0.324,1
0.485,0.212,0.736,0.094,0.103,0.282,1
0.535,0.200,0.760,0.095,0.110,0.330,1
0.510,0.212,0.840,0.092,0.098,0.279,1
0.475,0.216,0.880,0.109,0.097,0.270,1
0.540,0.200,0.840,0.102,0.106,0.315,1
0.450,0.202,0.856,0.090,0.095,0.324,1
0.455,0.206,0.832,0.091,0.096,0.312,1
0.480,0.220,0.832,0.106,0.104,0.282,1
0.465,0.190,0.752,0.101,0.093,0.273,1
0.465,0.204,0.856,0.102,0.104,0.273,1
0.460,0.188,0.856,0.095,0.100,0.282,1
0.495,0.200,0.832,0.098,0.103,0.279,1
0.470,0.190,0.864,0.098,0.093,0.315,1
0.520,0.208,0.800,0.099,0.104,0.276,1
0.540,0.200,0.800,0.093,0.093,0.309,1
0.515,0.204,0.776,0.098,0.092,0.318,1
0.530,0.208,0.840,0.091,0.098,0.324,1
0.530,0.206,0.832,0.093,0.100,0.288,1
0.455,0.180,0.768,0.094,0.096,0.300,1
0.535,0.198,0.800,0.104,0.100,0.282,1
0.455,0.186,0.880,0.092,0.094,0.297,1
0.465,0.198,0.752,0.110,0.090,0.321,1
0.545,0.204,0.808,0.093,0.106,0.300,1
0.465,0.212,0.816,0.107,0.101,0.273,1
0.490,0.182,0.752,0.098,0.108,0.288,1
0.475,0.210,0.880,0.103,0.110,0.291,1
0.510,0.210,0.752,0.096,0.105,0.294,1
0.535,0.202,0.736,0.105,0.090,0.300,1
