25.00,15.00,7.00,17.00,17.27,4.33,0.737709880789178,0.328813000219256,0.766897534947634
25.00,15.00,8.00,18.00,17.88,4.48,0.662665010396017,0.281210887996879,0.351348208383596
25.00,15.00,8.00,17.00,17.23,4.47,0.675172488794877,0.431950910034407,0.351348208383596
25.00,15.00,8.00,18.00,17.62,4.53,0.566774342671422,0.48748670762718,0.351348208383596
25.00,10.00,5.00,20.00,20.30,3.07,0.570943502137708,0.257409831885691,0.351348208383596
25.00,10.00,6.00,20.00,20.00,3.23,0.691849126660024,0.336746685589652,0.351348208383596
25.00,10.00,6.00,20.00,19.86,3.18,0.566774342671422,0.32087931484886,0.351348208383596
25.00,10.00,6.00,20.00,20.06,3.13,0.616804256266862,0.439884595404803,0.351348208383596
25.00,10.00,6.00,20.00,19.95,3.20,0.650157531997156,0.38434879781203,0.351348208383596
25.00,15.00,6.75,18.00,17.89,4.11,0.675172488794877,0.328813000219256,0.351348208383596
25.00,15.00,7.75,18.00,17.75,4.41,0.616804256266862,0.392282483182426,0.351348208383596
25.00,15.00,8.00,17.00,16.99,4.62,0.650157531997156,0.455751966145595,0.351348208383596
25.00,15.00,7.75,17.00,17.15,4.35,0.591789299469142,0.344680370960049,0.351348208383596
25.00,15.00,8.00,17.00,16.93,4.43,0.570943502137708,0.273277202626483,0.351348208383596
25.00,10.00,6.00,20.00,20.22,3.22,0.737709880789178,0.273277202626483,0.351348208383596
25.00,10.00,5.00,19.00,19.34,3.15,0.741879040255465,0.265343517256087,0.351348208383596
25.00,10.00,4.50,20.00,20.06,2.95,0.579281821070282,0.431950910034407,0.351348208383596
25.00,10.00,6.00,20.00,19.78,3.19,0.716864083457744,0.281210887996879,0.351348208383596
25.00,10.00,6.00,19.00,19.55,3.25,0.662665010396017,0.305011944108068,0.351348208383596
25.00,15.00,7.00,18.00,17.77,4.21,0.708525764525171,0.360547741700841,0.351348208383596
25.00,15.00,7.00,18.00,17.85,4.21,0.700187445592597,0.289144573367275,0.351348208383596
25.00,15.00,7.00,19.00,18.05,4.11,0.550097704806275,0.431950910034407,0.766897534947634
25.00,15.00,7.00,17.00,17.33,4.26,0.737709880789178,0.376415112441633,0.351348208383596
25.00,15.00,8.00,18.00,17.42,4.48,0.650157531997156,0.376415112441633,0.351348208383596
25.00,10.00,6.00,20.00,20.05,3.17,0.583450980536569,0.408149853923218,0.351348208383596
25.00,10.00,6.00,20.00,20.06,3.15,0.545928545339988,0.400216168552822,0.351348208383596
25.00,10.00,6.00,19.00,19.40,3.25,0.708525764525171,0.439884595404803,0.351348208383596
25.00,10.00,6.00,20.00,19.92,3.21,0.712694923991457,0.416083539293614,0.351348208383596
25.00,10.00,5.00,20.00,19.88,3.18,0.550097704806275,0.439884595404803,0.351348208383596
25.00,10.00,6.00,20.00,19.98,3.19,0.675172488794877,0.289144573367275,0.351348208383596
25.00,10.00,6.00,20.00,19.99,3.19,0.541759385873701,0.479553022256784,0.351348208383596
25.00,10.00,6.00,20.00,19.88,3.23,0.575112661603995,0.392282483182426,0.351348208383596
25.00,10.00,5.00,20.00,20.08,3.07,0.583450980536569,0.42401722466401,0.351348208383596
25.00,10.00,5.00,19.00,19.55,3.10,0.587620140002855,0.431950910034407,0.351348208383596
25.00,10.00,6.00,20.00,19.94,3.27,0.575112661603995,0.360547741700841,0.351348208383596
25.00,10.00,6.00,20.00,19.92,3.18,0.654326691463443,0.447818280775199,0.351348208383596
25.00,10.00,5.00,21.00,20.40,3.29,0.650157531997156,0.455751966145595,0.351348208383596
25.00,10.00,6.00,20.00,20.13,3.28,0.704356605058884,0.447818280775199,0.351348208383596
25.00,10.00,6.00,20.00,19.93,3.12,0.629311734665723,0.368481427071237,0.351348208383596
25.00,10.00,6.00,20.00,20.15,3.15,0.545928545339988,0.344680370960049,0.351348208383596
25.00,10.00,6.00,20.00,19.92,3.24,0.729371561856604,0.408149853923218,0.351348208383596
25.00,10.00,5.75,20.00,20.11,3.06,0.537590226407414,0.265343517256087,0.351348208383596
25.00,10.00,6.00,20.00,19.92,3.13,0.579281821070282,0.32087931484886,0.351348208383596
25.00,10.00,5.00,20.00,19.99,3.01,0.595958458935429,0.305011944108068,0.351348208383596
25.00,10.00,5.00,19.00,19.67,3.15,0.558436023738848,0.463685651515991,0.351348208383596
25.00,10.00,6.00,20.00,20.04,3.21,0.625142575199436,0.431950910034407,0.766897534947634
25.00,10.00,4.00,20.00,19.94,2.95,0.691849126660024,0.471619336886388,0.351348208383596
25.00,10.00,6.00,20.00,20.06,3.13,0.675172488794877,0.376415112441633,0.351348208383596
25.00,10.00,5.75,19.00,19.71,3.16,0.579281821070282,0.471619336886388,0.351348208383596
50.00,40.00,19.00,32.00,31.27,11.75,0.124843439245027,0.574757246701538,0.766897534947634
50.00,40.00,21.00,30.00,30.17,12.01,0.183211671773042,0.860369920035801,0.766897534947634
50.00,40.00,20.00,30.00,30.02,11.62,0.28744065843021,0.876237290776593,0.766897534947634
50.00,40.00,21.00,30.00,30.14,11.92,0.204057469104475,0.75723201022065,0.766897534947634
50.00,40.00,20.00,30.00,30.08,11.82,0.254087382699916,0.915905717628574,0.766897534947634
50.00,40.00,20.00,30.00,29.76,11.67,0.324963093626791,0.709629897998273,0.766897534947634
50.00,40.00,21.00,30.00,29.92,12.00,0.204057469104475,0.852436234665405,0.766897534947634
50.00,40.00,20.00,30.00,29.94,11.90,0.174873352840468,0.717563583368669,0.766897534947634
50.00,40.00,21.00,30.00,30.06,11.66,0.26242570163249,0.566823561331142,0.766897534947634
50.00,40.00,20.00,30.00,30.13,11.79,0.174873352840468,0.558889875960746,0.766897534947634
50.00,40.00,21.00,29.00,29.62,11.95,0.212395788037049,0.955574144480555,0.766897534947634
50.00,40.00,21.00,30.50,30.32,11.85,0.174873352840468,0.6540941004055,0.766897534947634
50.00,40.00,20.00,31.50,31.18,12.04,0.220734106969622,0.677895156516688,0.351348208383596
50.00,40.00,19.00,29.00,29.34,11.69,0.141520077110174,0.773099380961443,0.766897534947634
50.00,40.00,19.75,30.00,29.74,11.63,0.166535033907895,0.852436234665405,0.766897534947634
50.00,40.00,20.00,30.00,30.00,11.89,0.220734106969622,0.725497268739066,0.766897534947634
50.00,40.00,20.00,30.00,30.08,11.81,0.154027555509035,0.677895156516688,0.766897534947634
50.00,40.00,20.00,30.00,30.08,11.88,0.195719150171902,0.860369920035801,0.766897534947634
119.00,116.00,50.00,58.00,59.73,29.00,0.316624774694217,0.900038346887782,0.766897534947634
118.00,116.00,48.00,60.00,60.14,29.05,0.254087382699916,0.82070149318382,0.766897534947634
119.00,118.00,49.75,63.00,62.17,29.01,0.187380831239328,0.558889875960746,0.766897534947634
120.00,119.00,50.00,60.00,60.51,29.27,0.258256542166203,0.733430954109462,0.766897534947634
119.00,117.00,52.00,60.00,60.26,29.88,0.229072425902196,0.955574144480555,0.351348208383596
120.00,119.00,49.00,60.00,60.16,29.49,0.224903266435909,0.796900437072631,0.766897534947634
1000.00,996.00,266.00,128.50,250.44,292.85,0.254087382699916,0.685828841887085,0.766897534947634
999.00,995.00,264.75,136.00,250.86,286.64,0.312455615227931,0.622359358923915,0.766897534947634
999.00,995.00,264.75,136.00,250.86,286.64,0.266594861098777,0.725497268739066,0.766897534947634
1000.00,997.00,259.00,132.00,247.36,284.55,0.291609817896497,0.59062461744233,0.766897534947634
1000.00,999.00,260.00,132.00,241.98,279.94,0.229072425902196,0.741364639479858,0.766897534947634
1000.00,999.00,260.00,132.00,243.17,279.50,0.283271498963923,0.543022505219953,0.766897534947634
1000.00,997.00,259.00,132.00,247.36,284.55,0.320793934160504,0.955574144480555,0.766897534947634
1000.00,999.00,260.00,133.00,242.29,277.83,0.187380831239328,0.931773088369366,0.766897534947634
1000.00,999.00,260.00,132.00,241.98,279.94,0.191549990705615,0.725497268739066,0.766897534947634
1000.00,996.00,261.00,132.00,242.10,278.83,0.120674279778741,0.701696212627877,0.351348208383596
1000.00,998.00,259.00,132.00,241.30,277.14,0.224903266435909,0.75723201022065,0.766897534947634
1000.00,1000.00,260.00,132.00,242.53,277.87,0.29994813682907,0.892104661517385,0.766897534947634
1000.00,997.00,260.00,132.00,241.15,277.82,0.324963093626791,0.725497268739066,0.766897534947634
1000.00,1000.00,260.00,133.00,242.11,277.40,0.291609817896497,0.868303605406197,0.766897534947634
1000.00,1000.00,260.00,132.00,241.61,277.09,0.258256542166203,0.638226729664708,0.766897534947634
